task,model,target,validation_metric,validation_score,params,feature_group
classification,random_forest,high_vol_21d,roc_auc,0.9288646449704142,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9345968934911242,"{'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9481231508875739,"{'max_features': 'sqrt', 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8801682692307692,"{'max_features': 0.7, 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8970784023668639,"{'max_features': 0.7, 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9007026627218935,"{'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8645062869822485,"{'max_features': 1.0, 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8773021449704141,"{'max_features': 1.0, 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8923539201183432,"{'max_features': 1.0, 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9225545488165681,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9390255177514792,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9175573224852072,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257581360946746,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9384430473372781,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9442538831360947,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257396449704143,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.926765902366864,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9415541789940828,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9365523298816567,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9221939718934911,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9255917159763314,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9314811390532545,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.923072300295858,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9340421597633136,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9318694526627219,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9365384615384615,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9293084319526628,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9306582840236687,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9262019230769232,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.930417899408284,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9287259615384614,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9187592455621301,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.910669378698225,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9304178994082842,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9252866124260355,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.932340976331361,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9308247041420118,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9337647928994084,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.935318047337278,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9221246301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9324241863905326,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9229474852071006,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9242788461538461,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9158746301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9186760355029586,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
