target,count,mean,std,min,p25,median,p75,max
future_vol_21d,5852,0.01942266442492232,0.015247201943096918,0.00022133517447286977,0.010519575735714926,0.015515786258711778,0.023565359371438086,0.20844438442500676
future_vol_10d,5852,0.018856689576998563,0.016718747311352408,0.00022133517447286977,0.009735657671157118,0.014657289003772486,0.023172113800189496,0.300483119735549
