evaluation_slice,task,target,feature_group,model,test_rows,rmse,mae,r2,spearman,f1,precision,recall,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_top_10pct
all_weeks,regression,future_vol_21d,climatebert,gradient_boosting,728,0.010010946379767297,0.007797213516964236,-0.1977600755044091,0.24892566343082803,,,,,,,,,,
news_weeks,regression,future_vol_21d,climatebert,gradient_boosting,591,0.010147800906402752,0.007633616597393228,-0.23590214496409545,0.17877144742052253,,,,,,,,,,
all_weeks,regression,future_vol_21d,climatebert,hist_gradient_boosting,728,0.010102504095463982,0.007934412429846965,-0.21976911509386876,0.04557008910037057,,,,,,,,,,
news_weeks,regression,future_vol_21d,climatebert,hist_gradient_boosting,591,0.010264268680488816,0.007808557165134129,-0.2644341981882592,0.07720282013063566,,,,,,,,,,
all_weeks,regression,future_vol_21d,climatebert,random_forest,728,0.009275015044286893,0.007593620901174014,-0.0281318373139281,0.3013373175482266,,,,,,,,,,
news_weeks,regression,future_vol_21d,climatebert,random_forest,591,0.009257330021044676,0.007393949762612417,-0.02851754101125059,0.18826191544723764,,,,,,,,,,
all_weeks,regression,future_vol_21d,climatebert,ridge,728,0.011667152469423089,0.008761814735897395,-0.6268567332304795,-0.03883758560088023,,,,,,,,,,
news_weeks,regression,future_vol_21d,climatebert,ridge,591,0.01204926339333158,0.008715248446433746,-0.7424535354349446,-0.08125943202085333,,,,,,,,,,
all_weeks,regression,future_vol_21d,finbert,gradient_boosting,728,0.011002492379606345,0.00844759939317039,-0.4467773972362845,0.04517548762198632,,,,,,,,,,
news_weeks,regression,future_vol_21d,finbert,gradient_boosting,591,0.011345636880616045,0.008439119695385262,-0.544891449255982,-0.04980519752308447,,,,,,,,,,
all_weeks,regression,future_vol_21d,finbert,hist_gradient_boosting,728,0.010627844584960838,0.00834915744694631,-0.3499259693557679,-0.0393899652583638,,,,,,,,,,
news_weeks,regression,future_vol_21d,finbert,hist_gradient_boosting,591,0.010899609380767224,0.00832115348908138,-0.42581138405900254,-0.04454285654492141,,,,,,,,,,
all_weeks,regression,future_vol_21d,finbert,random_forest,728,0.01015955367164165,0.008278281993314675,-0.23358426284284728,0.07153917282360782,,,,,,,,,,
