evaluation_slice,task,target,feature_group,model,test_rows,rmse,mae,r2,spearman,f1,precision,recall,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_top_10pct
news_weeks,classification,high_vol_21d,price_keyword,hist_gradient_boosting,590,,,,,0.772972972972973,0.8125,0.7371134020618557,0.7807708898220389,0.9045220243673852,363.0,33.0,51.0,143.0,0.7796610169491526
all_weeks,classification,high_vol_21d,price_keyword,logistic,728,,,,,0.715,0.7447916666666666,0.6875,0.7525047494904805,0.8770894970414201,471.0,49.0,65.0,143.0,0.821917808219178
news_weeks,classification,high_vol_21d,price_keyword,logistic,590,,,,,0.7405405405405405,0.7784090909090909,0.7061855670103093,0.7835055870638795,0.8861814016453191,357.0,39.0,57.0,137.0,0.8305084745762712
all_weeks,classification,high_vol_21d,price_keyword,random_forest,728,,,,,0.7795823665893271,0.7533632286995515,0.8076923076923077,0.7548933813541013,0.8986131656804733,465.0,55.0,40.0,168.0,0.7671232876712328
news_weeks,classification,high_vol_21d,price_keyword,random_forest,590,,,,,0.7990074441687345,0.7703349282296651,0.8298969072164949,0.7846808671682977,0.8997448713943558,348.0,48.0,33.0,161.0,0.7966101694915254
all_weeks,regression,future_vol_21d,all_news,gradient_boosting,728,0.012237762807986984,0.009591436718449463,-0.7898788047113834,0.3346264730153272,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,gradient_boosting,590,0.012844698058306236,0.0098921119418761,-0.9808825195276307,0.1977200524631581,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,hist_gradient_boosting,728,0.010878926248956994,0.008650264868518097,-0.4144631171645412,0.36629913386559243,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,hist_gradient_boosting,590,0.011244414981514201,0.008742452342908387,-0.5180450161790562,0.26796757263823395,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,random_forest,728,0.010840164292349637,0.008945481874844927,-0.40440152084211056,0.35394039449963616,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,random_forest,590,0.011198363344826087,0.00910829449324134,-0.5056361354659313,0.18562659044833385,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,ridge,728,0.013394760846651975,0.010220967678645538,-1.1443194772305225,0.1881674878798503,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,ridge,590,0.014208576257706896,0.01068502185099069,-1.423885189669003,0.0831459256111682,,,,,,,,,,
