evaluation_slice,task,target,feature_group,model,test_rows,rmse,mae,r2,spearman,f1,precision,recall,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_top_10pct
all_weeks,regression,future_vol_21d,price_climatebert,random_forest,728,0.007405004993863235,0.005221778090164079,0.34465457214731565,0.7627553075359891,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,random_forest,590,0.0076828357972803735,0.0054017274086106725,0.29131372389389176,0.7575349034983766,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_climatebert,ridge,728,0.0076736940142401846,0.005587691465769666,0.2962336167319789,0.6813869812494296,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,ridge,590,0.007794815514501396,0.005687145656458157,0.27050452577661355,0.6934627159690252,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert,gradient_boosting,728,0.008002176202011548,0.0054174514266677465,0.2346928296920251,0.7277470917902594,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert,gradient_boosting,590,0.008295923905242614,0.00558804897962472,0.1736948876713431,0.730773543259203,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert,hist_gradient_boosting,728,0.007488218484854679,0.00536543878408958,0.3298429709317692,0.7202818945903158,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert,hist_gradient_boosting,590,0.007798531760993288,0.0056060659239574135,0.2698087732639861,0.7072425480360862,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert,random_forest,728,0.0074454777158139,0.005337576600230108,0.3374712962672348,0.7604465148405237,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert,random_forest,590,0.007721742371863995,0.005538712438388556,0.2841178469695309,0.7564904899205325,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert,ridge,728,0.008444434587246825,0.00611960207950853,0.14776235459302967,0.5828940335282992,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert,ridge,590,0.008731298949456961,0.006348280076438341,0.08468909509143796,0.6071117699275206,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert_climatebert,gradient_boosting,728,0.008449732664615456,0.005419105438843752,0.14669262342975542,0.7335401459258155,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert_climatebert,gradient_boosting,590,0.008827823481603778,0.005600860256680519,0.06433970335061334,0.7312431642033798,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert_climatebert,hist_gradient_boosting,728,0.00791231861388218,0.005806655299122859,0.2517838179946257,0.7090887302563904,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert_climatebert,hist_gradient_boosting,590,0.008297689940681294,0.0061437909256476875,0.17334304272813217,0.6864738800928492,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert_climatebert,random_forest,728,0.007417496914371408,0.005299515717609307,0.34244162883382334,0.7594555438052305,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert_climatebert,random_forest,590,0.007693719550666905,0.005500903750786041,0.2893044059228317,0.7534065630364943,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert_climatebert,ridge,728,0.009217777714920593,0.0066448556062438805,-0.015481519776769037,0.5320565227335822,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert_climatebert,ridge,590,0.009645104724065191,0.006996107910380259,-0.11692706575166079,0.5473054056655712,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_keyword,gradient_boosting,728,0.008837663016614284,0.006295081974651898,0.06654273995879978,0.6679186299301051,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_keyword,gradient_boosting,590,0.009263971935037236,0.006660288546844104,-0.03039888843571381,0.6247119061833227,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_keyword,hist_gradient_boosting,728,0.007658124536301838,0.005554719943982723,0.2990865215575691,0.7137084927853689,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_keyword,hist_gradient_boosting,590,0.00796909711473173,0.0058060313820023825,0.2375187670386104,0.6920744493055526,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_keyword,random_forest,728,0.008737162411660926,0.006420930958974783,0.08765230370270194,0.7325894425848576,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_keyword,random_forest,590,0.009256191382972859,0.006881069878179207,-0.028668808595900597,0.7074156723678989,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_keyword,ridge,728,0.00831618086643012,0.006088304354192129,0.17345326518794812,0.6518274181425642,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_keyword,ridge,590,0.008599800013785073,0.006333714964088324,0.11205181469003478,0.6511912814983815,,,,,,,,,,
